anual;mes;Territorio;Medida;Valor
2012;Octubre;Jaen;Indice de precios hoteleros;92,5
2012;Octubre;Malaga;Indice de precios hoteleros;90,6
2012;Octubre;Sevilla;Indice de precios hoteleros;86,6
2012;Noviembre;Almeria;Indice de precios hoteleros;98,6
2012;Noviembre;Cadiz;Indice de precios hoteleros;84,6
2012;Noviembre;Cordoba;Indice de precios hoteleros;86,9
2012;Noviembre;Granada;Indice de precios hoteleros;85,5
2012;Noviembre;Huelva;Indice de precios hoteleros;98,1
2012;Noviembre;Jaen;Indice de precios hoteleros;87,8
2012;Noviembre;Malaga;Indice de precios hoteleros;91,2
2012;Noviembre;Sevilla;Indice de precios hoteleros;88,6
2012;Diciembre;Almeria;Indice de precios hoteleros;95,2
2012;Diciembre;Cadiz;Indice de precios hoteleros;86,0
2012;Diciembre;Cordoba;Indice de precios hoteleros;89,9
2012;Diciembre;Granada;Indice de precios hoteleros;89,9
2012;Diciembre;Huelva;Indice de precios hoteleros;88,8
2012;Diciembre;Jaen;Indice de precios hoteleros;83,3
2012;Diciembre;Malaga;Indice de precios hoteleros;96,1
2012;Diciembre;Sevilla;Indice de precios hoteleros;87,9
2013;Enero;Almeria;Indice de precios hoteleros;95,5
2013;Enero;Cadiz;Indice de precios hoteleros;81,6
2013;Enero;Cordoba;Indice de precios hoteleros;84,2
2013;Enero;Granada;Indice de precios hoteleros;83,3
2013;Enero;Huelva;Indice de precios hoteleros;97,7
2013;Enero;Jaen;Indice de precios hoteleros;87,4
2013;Enero;Malaga;Indice de precios hoteleros;96,1
2013;Enero;Sevilla;Indice de precios hoteleros;82,6
2013;Febrero;Almeria;Indice de precios hoteleros;95,8
2013;Febrero;Cadiz;Indice de precios hoteleros;80,6
2013;Febrero;Cordoba;Indice de precios hoteleros;82,8
2013;Febrero;Granada;Indice de precios hoteleros;83,0
2013;Febrero;Huelva;Indice de precios hoteleros;109,9
2013;Febrero;Jaen;Indice de precios hoteleros;88,5
2013;Febrero;Malaga;Indice de precios hoteleros;94,6
2013;Febrero;Sevilla;Indice de precios hoteleros;82,0
2013;Marzo;Almeria;Indice de precios hoteleros;86,8
2013;Marzo;Cadiz;Indice de precios hoteleros;74,3
2013;Marzo;Cordoba;Indice de precios hoteleros;84,5
2013;Marzo;Granada;Indice de precios hoteleros;84,6
2013;Marzo;Huelva;Indice de precios hoteleros;87,1
2013;Marzo;Jaen;Indice de precios hoteleros;84,9
2013;Marzo;Malaga;Indice de precios hoteleros;90,6
2013;Marzo;Sevilla;Indice de precios hoteleros;78,9
2013;Abril;Almeria;Indice de precios hoteleros;92,3
2013;Abril;Cadiz;Indice de precios hoteleros;78,1
2013;Abril;Cordoba;Indice de precios hoteleros;82,5
2013;Abril;Granada;Indice de precios hoteleros;85,3
2013;Abril;Huelva;Indice de precios hoteleros;83,1
2013;Abril;Jaen;Indice de precios hoteleros;82,1
2013;Abril;Malaga;Indice de precios hoteleros;90,3
2013;Abril;Sevilla;Indice de precios hoteleros;80,2
2013;Mayo;Almeria;Indice de precios hoteleros;91,9
2013;Mayo;Cadiz;Indice de precios hoteleros;82,8
2013;Mayo;Cordoba;Indice de precios hoteleros;94,0
2013;Mayo;Granada;Indice de precios hoteleros;86,5
2013;Mayo;Huelva;Indice de precios hoteleros;79,0
2013;Mayo;Jaen;Indice de precios hoteleros;84,0
2013;Mayo;Malaga;Indice de precios hoteleros;91,6
2013;Mayo;Sevilla;Indice de precios hoteleros;80,0
2013;Junio;Almeria;Indice de precios hoteleros;90,5
2013;Junio;Cadiz;Indice de precios hoteleros;81,7
2013;Junio;Cordoba;Indice de precios hoteleros;84,5
2013;Junio;Granada;Indice de precios hoteleros;82,6
2013;Junio;Huelva;Indice de precios hoteleros;82,3
2013;Junio;Jaen;Indice de precios hoteleros;85,2
2013;Junio;Malaga;Indice de precios hoteleros;93,4
2013;Junio;Sevilla;Indice de precios hoteleros;79,9
2013;Julio;Almeria;Indice de precios hoteleros;100,5
2013;Julio;Cadiz;Indice de precios hoteleros;83,7
2013;Julio;Cordoba;Indice de precios hoteleros;87,2
2013;Julio;Granada;Indice de precios hoteleros;84,6
2013;Julio;Huelva;Indice de precios hoteleros;79,5
2013;Julio;Jaen;Indice de precios hoteleros;85,1
2013;Julio;Malaga;Indice de precios hoteleros;92,2
2013;Julio;Sevilla;Indice de precios hoteleros;82,1
2013;Agosto;Almeria;Indice de precios hoteleros;92,1
2013;Agosto;Cadiz;Indice de precios hoteleros;85,1
2013;Agosto;Cordoba;Indice de precios hoteleros;79,1
2013;Agosto;Granada;Indice de precios hoteleros;86,8
2013;Agosto;Huelva;Indice de precios hoteleros;80,3
2013;Agosto;Jaen;Indice de precios hoteleros;89,4
2013;Agosto;Malaga;Indice de precios hoteleros;94,2
2013;Agosto;Sevilla;Indice de precios hoteleros;82,1
2013;Septiembre;Almeria;Indice de precios hoteleros;86,4
2013;Septiembre;Cadiz;Indice de precios hoteleros;80,1
2013;Septiembre;Cordoba;Indice de precios hoteleros;80,1
2013;Septiembre;Granada;Indice de precios hoteleros;89,8
2013;Septiembre;Huelva;Indice de precios hoteleros;82,9
2013;Septiembre;Jaen;Indice de precios hoteleros;87,5
2013;Septiembre;Malaga;Indice de precios hoteleros;90,6
2013;Septiembre;Sevilla;Indice de precios hoteleros;83,1
2013;Octubre;Almeria;Indice de precios hoteleros;90,0
2013;Octubre;Cadiz;Indice de precios hoteleros;79,3
2013;Octubre;Cordoba;Indice de precios hoteleros;88,0
2013;Octubre;Granada;Indice de precios hoteleros;85,6
2013;Octubre;Huelva;Indice de precios hoteleros;90,6
2013;Octubre;Jaen;Indice de precios hoteleros;88,8
2013;Octubre;Malaga;Indice de precios hoteleros;90,6
2013;Octubre;Sevilla;Indice de precios hoteleros;83,2
2013;Noviembre;Almeria;Indice de precios hoteleros;101,5
2013;Noviembre;Cadiz;Indice de precios hoteleros;81,3
2013;Noviembre;Cordoba;Indice de precios hoteleros;89,3
2013;Noviembre;Granada;Indice de precios hoteleros;84,1
2013;Noviembre;Huelva;Indice de precios hoteleros;97,3
2013;Noviembre;Jaen;Indice de precios hoteleros;89,0
2013;Noviembre;Malaga;Indice de precios hoteleros;94,1
2013;Noviembre;Sevilla;Indice de precios hoteleros;85,0
2013;Diciembre;Almeria;Indice de precios hoteleros;97,4
2013;Diciembre;Cadiz;Indice de precios hoteleros;83,2
2013;Diciembre;Cordoba;Indice de precios hoteleros;93,9
2013;Diciembre;Granada;Indice de precios hoteleros;88,4
2013;Diciembre;Huelva;Indice de precios hoteleros;82,3
2013;Diciembre;Jaen;Indice de precios hoteleros;86,8
2013;Diciembre;Malaga;Indice de precios hoteleros;98,7
2013;Diciembre;Sevilla;Indice de precios hoteleros;86,1
2014;Enero;Almeria;Indice de precios hoteleros;95,7
2014;Enero;Cadiz;Indice de precios hoteleros;84,6
2014;Enero;Cordoba;Indice de precios hoteleros;86,1
2014;Enero;Granada;Indice de precios hoteleros;84,9
2014;Enero;Huelva;Indice de precios hoteleros;99,1
2014;Enero;Jaen;Indice de precios hoteleros;89,1
2014;Enero;Malaga;Indice de precios hoteleros;94,3
2014;Enero;Sevilla;Indice de precios hoteleros;80,6
2014;Febrero;Almeria;Indice de precios hoteleros;96,5
2014;Febrero;Cadiz;Indice de precios hoteleros;78,5
2014;Febrero;Cordoba;Indice de precios hoteleros;84,9
2014;Febrero;Granada;Indice de precios hoteleros;82,3
2014;Febrero;Huelva;Indice de precios hoteleros;96,7
2014;Febrero;Jaen;Indice de precios hoteleros;91,6
2014;Febrero;Malaga;Indice de precios hoteleros;93,6
2014;Febrero;Sevilla;Indice de precios hoteleros;82,0
2014;Marzo;Almeria;Indice de precios hoteleros;83,7
2014;Marzo;Cadiz;Indice de precios hoteleros;75,4
2014;Marzo;Cordoba;Indice de precios hoteleros;78,2
2014;Marzo;Granada;Indice de precios hoteleros;80,8
2014;Marzo;Huelva;Indice de precios hoteleros;85,2
2014;Marzo;Jaen;Indice de precios hoteleros;83,3
2014;Marzo;Malaga;Indice de precios hoteleros;89,0
2014;Marzo;Sevilla;Indice de precios hoteleros;71,8
2014;Abril;Almeria;Indice de precios hoteleros;92,5
2014;Abril;Cadiz;Indice de precios hoteleros;84,0
2014;Abril;Cordoba;Indice de precios hoteleros;85,6
2014;Abril;Granada;Indice de precios hoteleros;91,5
2014;Abril;Huelva;Indice de precios hoteleros;90,6
2014;Abril;Jaen;Indice de precios hoteleros;83,0
2014;Abril;Malaga;Indice de precios hoteleros;95,0
2014;Abril;Sevilla;Indice de precios hoteleros;85,8
2014;Mayo;Almeria;Indice de precios hoteleros;92,2
2014;Mayo;Cadiz;Indice de precios hoteleros;83,9
2014;Mayo;Cordoba;Indice de precios hoteleros;95,2
2014;Mayo;Granada;Indice de precios hoteleros;85,8
2014;Mayo;Huelva;Indice de precios hoteleros;76,6
2014;Mayo;Jaen;Indice de precios hoteleros;85,7
2014;Mayo;Malaga;Indice de precios hoteleros;95,6
2014;Mayo;Sevilla;Indice de precios hoteleros;89,5
2014;Junio;Almeria;Indice de precios hoteleros;91,2
2014;Junio;Cadiz;Indice de precios hoteleros;83,5
2014;Junio;Cordoba;Indice de precios hoteleros;86,9
2014;Junio;Granada;Indice de precios hoteleros;81,2
2014;Junio;Huelva;Indice de precios hoteleros;87,4
2014;Junio;Jaen;Indice de precios hoteleros;86,1
2014;Junio;Malaga;Indice de precios hoteleros;97,4
2014;Junio;Sevilla;Indice de precios hoteleros;82,2
2014;Julio;Almeria;Indice de precios hoteleros;96,9
2014;Julio;Cadiz;Indice de precios hoteleros;84,7
2014;Julio;Cordoba;Indice de precios hoteleros;87,3
2014;Julio;Granada;Indice de precios hoteleros;82,0
2014;Julio;Huelva;Indice de precios hoteleros;84,5
2014;Julio;Jaen;Indice de precios hoteleros;86,4
2014;Julio;Malaga;Indice de precios hoteleros;97,9
2014;Julio;Sevilla;Indice de precios hoteleros;80,8
2014;Agosto;Almeria;Indice de precios hoteleros;93,2
2014;Agosto;Cadiz;Indice de precios hoteleros;89,6
2014;Agosto;Cordoba;Indice de precios hoteleros;76,1
2014;Agosto;Granada;Indice de precios hoteleros;87,3
2014;Agosto;Huelva;Indice de precios hoteleros;84,3
2014;Agosto;Jaen;Indice de precios hoteleros;90,3
2014;Agosto;Malaga;Indice de precios hoteleros;100,2
2014;Agosto;Sevilla;Indice de precios hoteleros;84,4
2014;Septiembre;Almeria;Indice de precios hoteleros;83,2
2014;Septiembre;Cadiz;Indice de precios hoteleros;82,6
2014;Septiembre;Cordoba;Indice de precios hoteleros;77,9
2014;Septiembre;Granada;Indice de precios hoteleros;90,4
2014;Septiembre;Huelva;Indice de precios hoteleros;76,9
2014;Septiembre;Jaen;Indice de precios hoteleros;86,2
2014;Septiembre;Malaga;Indice de precios hoteleros;92,8
2014;Septiembre;Sevilla;Indice de precios hoteleros;88,6
2014;Octubre;Almeria;Indice de precios hoteleros;95,7
2014;Octubre;Cadiz;Indice de precios hoteleros;77,1
2014;Octubre;Cordoba;Indice de precios hoteleros;87,4
2014;Octubre;Granada;Indice de precios hoteleros;83,4
2014;Octubre;Huelva;Indice de precios hoteleros;97,7
2014;Octubre;Jaen;Indice de precios hoteleros;88,2
2014;Octubre;Malaga;Indice de precios hoteleros;96,2
2014;Octubre;Sevilla;Indice de precios hoteleros;87,1
2014;Noviembre;Almeria;Indice de precios hoteleros;102,2
2014;Noviembre;Cadiz;Indice de precios hoteleros;81,9
2014;Noviembre;Cordoba;Indice de precios hoteleros;85,2
2014;Noviembre;Granada;Indice de precios hoteleros;82,5
2014;Noviembre;Huelva;Indice de precios hoteleros;88,9
2014;Noviembre;Jaen;Indice de precios hoteleros;88,3
2014;Noviembre;Malaga;Indice de precios hoteleros;94,9
2014;Noviembre;Sevilla;Indice de precios hoteleros;87,1
2014;Diciembre;Almeria;Indice de precios hoteleros;105,9
2014;Diciembre;Cadiz;Indice de precios hoteleros;84,8
2014;Diciembre;Cordoba;Indice de precios hoteleros;91,0
2014;Diciembre;Granada;Indice de precios hoteleros;87,6
2014;Diciembre;Huelva;Indice de precios hoteleros;59,0
2014;Diciembre;Jaen;Indice de precios hoteleros;88,1
2014;Diciembre;Malaga;Indice de precios hoteleros;98,1
2014;Diciembre;Sevilla;Indice de precios hoteleros;89,3
2015;Enero;Almeria;Indice de precios hoteleros;100,4
2015;Enero;Cadiz;Indice de precios hoteleros;82,7
2015;Enero;Cordoba;Indice de precios hoteleros;84,6
2015;Enero;Granada;Indice de precios hoteleros;82,4
2015;Enero;Huelva;Indice de precios hoteleros;95,0
2015;Enero;Jaen;Indice de precios hoteleros;91,3
2015;Enero;Malaga;Indice de precios hoteleros;96,9
2015;Enero;Sevilla;Indice de precios hoteleros;80,0
2015;Febrero;Almeria;Indice de precios hoteleros;100,4
2015;Febrero;Cadiz;Indice de precios hoteleros;83,0
2015;Febrero;Cordoba;Indice de precios hoteleros;85,8
2015;Febrero;Granada;Indice de precios hoteleros;86,3
2015;Febrero;Huelva;Indice de precios hoteleros;127,3
2015;Febrero;Jaen;Indice de precios hoteleros;91,5
2015;Febrero;Malaga;Indice de precios hoteleros;97,0
2015;Febrero;Sevilla;Indice de precios hoteleros;84,1
2015;Marzo;Almeria;Indice de precios hoteleros;89,5
2015;Marzo;Cadiz;Indice de precios hoteleros;79,4
2015;Marzo;Cordoba;Indice de precios hoteleros;83,7
2015;Marzo;Granada;Indice de precios hoteleros;82,8
2015;Marzo;Huelva;Indice de precios hoteleros;91,8
2015;Marzo;Jaen;Indice de precios hoteleros;84,9
2015;Marzo;Malaga;Indice de precios hoteleros;93,0
2015;Marzo;Sevilla;Indice de precios hoteleros;77,3
2015;Abril;Almeria;Indice de precios hoteleros;96,3
2015;Abril;Cadiz;Indice de precios hoteleros;90,4
2015;Abril;Cordoba;Indice de precios hoteleros;85,4
2015;Abril;Granada;Indice de precios hoteleros;88,2
2015;Abril;Huelva;Indice de precios hoteleros;96,4
2015;Abril;Jaen;Indice de precios hoteleros;86,7
2015;Abril;Malaga;Indice de precios hoteleros;98,1
2015;Abril;Sevilla;Indice de precios hoteleros;86,9
2015;Mayo;Almeria;Indice de precios hoteleros;93,1
2015;Mayo;Cadiz;Indice de precios hoteleros;88,8
2015;Mayo;Cordoba;Indice de precios hoteleros;92,4
2015;Mayo;Granada;Indice de precios hoteleros;85,7
2015;Mayo;Huelva;Indice de precios hoteleros;76,1
2015;Mayo;Jaen;Indice de precios hoteleros;87,6
2015;Mayo;Malaga;Indice de precios hoteleros;100,1
2015;Mayo;Sevilla;Indice de precios hoteleros;88,6
2015;Junio;Almeria;Indice de precios hoteleros;94,8
2015;Junio;Cadiz;Indice de precios hoteleros;92,3
2015;Junio;Cordoba;Indice de precios hoteleros;82,6
2015;Junio;Granada;Indice de precios hoteleros;81,5
2015;Junio;Huelva;Indice de precios hoteleros;86,1
2015;Junio;Jaen;Indice de precios hoteleros;88,7
2015;Junio;Malaga;Indice de precios hoteleros;103,2
2015;Junio;Sevilla;Indice de precios hoteleros;86,2
2015;Julio;Almeria;Indice de precios hoteleros;101,5
2015;Julio;Cadiz;Indice de precios hoteleros;90,2
2015;Julio;Cordoba;Indice de precios hoteleros;95,0
2015;Julio;Granada;Indice de precios hoteleros;84,4
2015;Julio;Huelva;Indice de precios hoteleros;90,8
2015;Julio;Jaen;Indice de precios hoteleros;84,1
2015;Julio;Malaga;Indice de precios hoteleros;104,1
2015;Julio;Sevilla;Indice de precios hoteleros;84,1
2015;Agosto;Almeria;Indice de precios hoteleros;97,5
2015;Agosto;Cadiz;Indice de precios hoteleros;96,1
2015;Agosto;Cordoba;Indice de precios hoteleros;77,9
2015;Agosto;Granada;Indice de precios hoteleros;89,2
2015;Agosto;Huelva;Indice de precios hoteleros;88,1
2015;Agosto;Jaen;Indice de precios hoteleros;87,3
2015;Agosto;Malaga;Indice de precios hoteleros;109,0
2015;Agosto;Sevilla;Indice de precios hoteleros;89,3
2015;Septiembre;Almeria;Indice de precios hoteleros;89,8
2015;Septiembre;Cadiz;Indice de precios hoteleros;86,0
2015;Septiembre;Cordoba;Indice de precios hoteleros;79,4
2015;Septiembre;Granada;Indice de precios hoteleros;93,2
2015;Septiembre;Huelva;Indice de precios hoteleros;87,3
2015;Septiembre;Jaen;Indice de precios hoteleros;87,5
2015;Septiembre;Malaga;Indice de precios hoteleros;100,0
2015;Septiembre;Sevilla;Indice de precios hoteleros;92,4
2015;Octubre;Almeria;Indice de precios hoteleros;98,7
2015;Octubre;Cadiz;Indice de precios hoteleros;82,9
2015;Octubre;Cordoba;Indice de precios hoteleros;91,7
2015;Octubre;Granada;Indice de precios hoteleros;88,7
2015;Octubre;Huelva;Indice de precios hoteleros;103,3
2015;Octubre;Jaen;Indice de precios hoteleros;90,0
2015;Octubre;Malaga;Indice de precios hoteleros;100,2
2015;Octubre;Sevilla;Indice de precios hoteleros;95,7
2015;Noviembre;Almeria;Indice de precios hoteleros;102,8
2015;Noviembre;Cadiz;Indice de precios hoteleros;86,5
2015;Noviembre;Cordoba;Indice de precios hoteleros;90,6
2015;Noviembre;Granada;Indice de precios hoteleros;86,0
2015;Noviembre;Huelva;Indice de precios hoteleros;103,5
2015;Noviembre;Jaen;Indice de precios hoteleros;88,4
2015;Noviembre;Malaga;Indice de precios hoteleros;99,4
2015;Noviembre;Sevilla;Indice de precios hoteleros;91,5
2015;Diciembre;Almeria;Indice de precios hoteleros;105,6
2015;Diciembre;Cadiz;Indice de precios hoteleros;87,4
2015;Diciembre;Cordoba;Indice de precios hoteleros;96,5
2015;Diciembre;Granada;Indice de precios hoteleros;92,2
2015;Diciembre;Huelva;Indice de precios hoteleros;55,0
2015;Diciembre;Jaen;Indice de precios hoteleros;87,7
2015;Diciembre;Malaga;Indice de precios hoteleros;103,7
2015;Diciembre;Sevilla;Indice de precios hoteleros;97,3
2016;Enero;Almeria;Indice de precios hoteleros;102,3
2016;Enero;Cadiz;Indice de precios hoteleros;83,7
2016;Enero;Cordoba;Indice de precios hoteleros;83,3
2016;Enero;Granada;Indice de precios hoteleros;85,5
2016;Enero;Huelva;Indice de precios hoteleros;103,0
2016;Enero;Jaen;Indice de precios hoteleros;89,4
2016;Enero;Malaga;Indice de precios hoteleros;101,1
2016;Enero;Sevilla;Indice de precios hoteleros;85,5
2016;Febrero;Almeria;Indice de precios hoteleros;102,0
2016;Febrero;Cadiz;Indice de precios hoteleros;85,2
2016;Febrero;Cordoba;Indice de precios hoteleros;86,7
2016;Febrero;Granada;Indice de precios hoteleros;86,0
2016;Febrero;Huelva;Indice de precios hoteleros;126,0
2016;Febrero;Jaen;Indice de precios hoteleros;93,4
2016;Febrero;Malaga;Indice de precios hoteleros;100,9
2016;Febrero;Sevilla;Indice de precios hoteleros;91,6
2016;Marzo;Almeria;Indice de precios hoteleros;96,4
2016;Marzo;Cadiz;Indice de precios hoteleros;86,5
2016;Marzo;Cordoba;Indice de precios hoteleros;90,2
2016;Marzo;Granada;Indice de precios hoteleros;90,3
2016;Marzo;Huelva;Indice de precios hoteleros;96,0
2016;Marzo;Jaen;Indice de precios hoteleros;88,9
2016;Marzo;Malaga;Indice de precios hoteleros;101,4
2016;Marzo;Sevilla;Indice de precios hoteleros;89,3
2016;Abril;Almeria;Indice de precios hoteleros;92,7
2016;Abril;Cadiz;Indice de precios hoteleros;94,7
2016;Abril;Cordoba;Indice de precios hoteleros;86,1
2016;Abril;Granada;Indice de precios hoteleros;90,2
2016;Abril;Huelva;Indice de precios hoteleros;93,3
2016;Abril;Jaen;Indice de precios hoteleros;84,7
2016;Abril;Malaga;Indice de precios hoteleros;100,1
2016;Abril;Sevilla;Indice de precios hoteleros;91,2
2016;Mayo;Almeria;Indice de precios hoteleros;95,4
2016;Mayo;Cadiz;Indice de precios hoteleros;92,7
2016;Mayo;Cordoba;Indice de precios hoteleros;92,4
2016;Mayo;Granada;Indice de precios hoteleros;93,0
2016;Mayo;Huelva;Indice de precios hoteleros;80,4
2016;Mayo;Jaen;Indice de precios hoteleros;88,4
2016;Mayo;Malaga;Indice de precios hoteleros;106,0
2016;Mayo;Sevilla;Indice de precios hoteleros;93,8
2016;Junio;Almeria;Indice de precios hoteleros;101,6
2016;Junio;Cadiz;Indice de precios hoteleros;95,1
2016;Junio;Cordoba;Indice de precios hoteleros;86,2
2016;Junio;Granada;Indice de precios hoteleros;87,1
2016;Junio;Huelva;Indice de precios hoteleros;88,4
2016;Junio;Jaen;Indice de precios hoteleros;90,7
2016;Junio;Malaga;Indice de precios hoteleros;110,3
2016;Junio;Sevilla;Indice de precios hoteleros;94,2
2016;Julio;Almeria;Indice de precios hoteleros;113,7
2016;Julio;Cadiz;Indice de precios hoteleros;96,9
2016;Julio;Cordoba;Indice de precios hoteleros;98,5
2016;Julio;Granada;Indice de precios hoteleros;89,4
2016;Julio;Huelva;Indice de precios hoteleros;98,6
2016;Julio;Jaen;Indice de precios hoteleros;87,8
2016;Julio;Malaga;Indice de precios hoteleros;113,5
2016;Julio;Sevilla;Indice de precios hoteleros;91,2
2016;Agosto;Almeria;Indice de precios hoteleros;107,1
2016;Agosto;Cadiz;Indice de precios hoteleros;100,6
2016;Agosto;Cordoba;Indice de precios hoteleros;80,1
